id,date,detail,rocket_status,price,mission_status,wind_speed,humidity,temperature,location,latitude,longitude,country_id,organisation,isprivate,country,cluster
20,2020-06-13,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,StatusActive,50.0,Success,2.49957,42.0698,22.6514,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
21,2020-06-13,Electron/Curie | Don't stop me now!,StatusActive,7.5,Success,9.80386,53.7151,3.81536,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",-42.0333,173.85,157,Rocket Lab,1,New Zealand,1
22,2020-06-10,Long March 2C | Haiyang-1D,StatusActive,30.8,Success,10.3608,53.351,3.70868,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
23,2020-06-04,Falcon 9 Block 5 | Starlink V1 L7,StatusActive,50.0,Success,2.64262,65.5153,15.1903,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
24,2020-05-31,Long March 2D | Gaofen-9-02 & HEAD-4,StatusActive,29.75,Success,7.38539,73.3666,1.40082,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
25,2020-05-30,Falcon 9 Block 5 | SpaceX Demo-2,StatusActive,50.0,Success,14.8384,65.2159,4.99976,"LC-39A, Kennedy Space Center, Florida, USA",30.9194,-87.3141,238,SpaceX,1,United States,0
26,2020-05-29,Long March 11 | XJS-G and XJS-H,StatusActive,5.3,Success,4.82923,40.4181,26.6619,"Xichang Satellite Launch Center, China",28.2458,102.028,47,CASC,0,China,4
27,2020-05-25,LauncherOne | Demo Flight,StatusActive,12.0,Failure,14.2363,61.2639,-2.10224,"Cosmic Girl, Mojave Air and Space Port, California, USA",35.073,-117.965,238,Virgin Orbit,1,United States,0
28,2020-05-22,Soyuz 2.1b/Fregat-M | Cosmos 2546,StatusActive,,Success,8.84789,73.2133,6.70651,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
29,2020-05-20,H-IIB | HTV-9,StatusRetired,112.5,Success,13.3935,60.7231,-9.74408,"LA-Y2, Tanegashima Space Center, Japan",35.6854,139.753,113,MHI,0,Japan,1
30,2020-05-17,Atlas V 501 | OTV-6 (USSF-7),StatusActive,120.0,Success,3.16645,47.0931,16.0683,"SLC-41, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,4
31,2020-05-12,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,StatusActive,,Success,13.8603,65.5199,9.17545,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,ExPace,0,China,1
32,2020-05-05,Long March 5B | Test Flight (New Crew Capsule),StatusActive,,Success,14.3318,83.6896,-4.61915,"LC-101, Wenchang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
33,2020-04-25,Soyuz 2.1a | Progress MS-14,StatusActive,48.5,Success,13.2612,73.9691,-0.661332,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
34,2020-04-22,Falcon 9 Block 5 | Starlink V1 L6,StatusActive,50.0,Success,11.625,68.0397,11.2952,"LC-39A, Kennedy Space Center, Florida, USA",30.9194,-87.3141,238,SpaceX,1,United States,0
35,2020-04-22,Qased | Noor 1,StatusActive,,Success,5.17975,62.7183,19.9293,"Launch Plateform, Shahrud Missile Test Site",36.4265,54.9686,106,IRGC,0,Iran,4
36,2020-04-09,Long March 3B/E | Nusantara Dua,StatusActive,29.15,Failure,11.3637,79.3186,-9.98186,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
37,2020-04-09,Soyuz 2.1a | Soyuz MS-16,StatusActive,48.5,Success,12.9706,69.8996,-9.31637,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
38,2020-03-26,Atlas V 551 | AEHF 6,StatusActive,153.0,Success,3.36509,57.2978,13.8977,"SLC-41, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,4
39,2020-03-24,Long March 2C | Yaogan-30-06,StatusActive,30.8,Success,7.76107,78.4929,-4.52113,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
40,2020-03-21,Soyuz 2.1b/Fregat | OneWeb #3,StatusActive,48.5,Success,12.4096,67.6408,12.7967,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Arianespace,0,Kazakhstan,1
41,2020-03-18,Falcon 9 Block 5 | Starlink V1 L5,StatusActive,50.0,Success,10.5041,51.7865,19.4288,"LC-39A, Kennedy Space Center, Florida, USA",30.9194,-87.3141,238,SpaceX,1,United States,4
42,2020-03-16,Soyuz 2.1b/Fregat-M | Cosmos 2545,StatusActive,,Success,5.40504,59.1904,1.60669,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,2
43,2020-03-16,Long March 7A | XJY-6,StatusActive,,Failure,14.6783,72.7908,1.95982,"LC-201, Wenchang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
44,2020-03-09,Long March 3B/E | Beidou-3 G2,StatusActive,29.15,Success,13.8228,71.0454,14.1571,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
45,2020-03-07,Falcon 9 Block 5 | CRS-20,StatusActive,50.0,Success,5.54263,44.2094,28.4103,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
46,2020-02-20,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L,StatusActive,48.5,Success,5.30906,77.9953,4.33042,"Site 43/3, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
47,2020-02-19,Long March 2D | XJS-C to F,StatusActive,29.75,Success,14.5309,88.5422,-7.05898,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
48,2020-02-18,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,StatusActive,200.0,Success,3.41839,71.7139,2.04499,"ELA-3, Guiana Space Centre, French Guiana, France",16.2391,-61.3654,78,Arianespace,0,France,0
49,2020-02-17,Falcon 9 Block 5 | Starlink V1 L4,StatusActive,50.0,Success,5.69972,76.8604,10.4792,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,0
50,2020-02-15,Antares 230+ | CRS NG-13,StatusActive,85.0,Success,12.1268,61.7811,9.72753,"LP-0A, Wallops Flight Facility, Virginia, USA",37.9407,-75.4674,238,Northrop,1,United States,0
51,2020-02-10,Atlas V 411 | Solar Orbiter,StatusActive,115.0,Success,9.48584,61.5602,22.7879,"SLC-41, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,4
52,2020-02-09,Simorgh | Zafar 1,StatusActive,,Failure,7.48912,80.5559,-13.5499,"Imam Khomeini Spaceport, Semnan Space Center, Iran",32.0,53.0,106,ISA,0,Iran,1
53,2020-02-09,H-IIA 202 | IGS-Optical 7,StatusActive,90.0,Success,11.4364,87.3338,-9.74809,"LA-Y1, Tanegashima Space Center, Japan",35.6854,139.753,113,MHI,0,Japan,1
54,2020-02-06,Soyuz 2.1b/Fregat | OneWeb #2,StatusActive,48.5,Success,6.77817,86.8787,-5.00609,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Arianespace,0,Kazakhstan,3
55,2020-01-31,Electron/Curie | Birds of a Feather / NROL-151,StatusActive,7.5,Success,6.21023,80.0567,-5.075,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",-42.0333,173.85,157,Rocket Lab,1,New Zealand,1
56,2020-01-29,Falcon 9 Block 5 | Starlink V1 L3,StatusActive,50.0,Success,3.12295,53.4627,23.5695,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
57,2020-01-19,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,StatusActive,50.0,Success,9.12548,58.8426,7.78645,"LC-39A, Kennedy Space Center, Florida, USA",30.9194,-87.3141,238,SpaceX,1,United States,0
58,2020-01-16,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,StatusActive,200.0,Success,5.01008,46.669,19.478,"ELA-3, Guiana Space Centre, French Guiana, France",16.2391,-61.3654,78,Arianespace,0,France,4
59,2020-01-16,Kuaizhou 1A | Yinhe-1,StatusActive,,Success,8.32387,53.7153,4.46583,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,ExPace,0,China,1
60,2020-01-15,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8,StatusActive,29.75,Success,12.2429,76.385,5.75474,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
61,2020-01-07,Long March 3B/E | TJSW-5,StatusActive,29.15,Success,14.2693,50.0861,12.3171,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
62,2020-01-07,Falcon 9 Block 5 | Starlink V1 L2,StatusActive,50.0,Success,9.46685,56.2481,19.0099,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
63,2019-12-27,Long March 5 | Shijian-20,StatusActive,,Success,5.20462,73.9863,14.6478,"LC-101, Wenchang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
64,2019-12-26,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1",StatusRetired,41.8,Success,12.1262,71.4576,-14.3591,"Site 133/3, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
65,2019-12-24,Proton-M/DM-3 | Elektro-L n†­3,StatusActive,65.0,Success,12.2934,65.8895,-0.43645,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
66,2019-12-20,Atlas V N22 | Starliner OFT,StatusActive,,Success,9.64366,47.9439,27.7078,"SLC-41, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,4
67,2019-12-20,"Long March 4B | CBERS-4A, ETRSS-1 & Others",StatusActive,64.68,Success,7.64249,70.4065,-3.57194,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
68,2019-12-18,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",StatusActive,,Success,7.89101,57.5756,29.0971,"ELS, Guiana Space Centre, French Guiana, France",16.2391,-61.3654,78,Arianespace,0,France,4
69,2019-12-17,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,StatusActive,50.0,Success,7.93678,52.7257,21.4494,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
70,2019-12-16,Long March 3B/YZ-1 | BeiDou-3 M19 & M20,StatusActive,,Success,7.76063,77.127,-12.7855,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
71,2019-12-11,New Shepard | NS-12,StatusActive,,Success,7.41352,60.9915,-6.42804,"Blue Origin Launch Site, West Texas, Texas, USA",31.8024,-97.0917,238,Blue Origin,1,United States,0
72,2019-12-11,PSLV-QL | RISAT 2BR1,StatusActive,21.0,Success,2.9012,49.646,22.0,"First Launch Pad, Satish Dhawan Space Centre, India",22.0,79.0,104,ISRO,0,India,4
73,2019-12-11,Soyuz 2.1b/Fregat | Cosmos 2544,StatusActive,48.5,Success,7.86988,63.3319,-1.04818,"Site 43/3, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
74,2019-12-07,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,StatusActive,,Success,5.86525,76.8934,0.444726,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",35.0,105.0,47,ExPace,0,China,1
75,2019-12-07,Kuaizhou 1A | Jilin-1 Gaofen-02B,StatusActive,,Success,14.7308,65.811,-6.11602,"Taiyuan Satellite Launch Center, China",35.0,105.0,47,ExPace,0,China,1
76,2019-12-06,Soyuz 2.1a | Progress MS-13 (74P),StatusActive,48.5,Success,14.9866,75.788,11.2496,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
77,2019-12-06,Electron/Curie | Running Out Of Fingers,StatusActive,7.5,Success,10.1996,67.6718,-12.5308,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",-42.0333,173.85,157,Rocket Lab,1,New Zealand,1
78,2019-12-05,Falcon 9 Block 5 | CRS-19,StatusActive,50.0,Success,5.3455,59.9669,16.0037,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
79,2019-11-27,Long March 4C | Gaofen-12,StatusActive,64.68,Success,12.4249,73.9893,14.4978,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
80,2019-11-27,PSLV-XL | Cartosat-3 & Rideshares,StatusActive,31.0,Success,9.75249,53.002,31.9339,"Second Launch Pad, Satish Dhawan Space Centre, India",22.0,79.0,104,ISRO,0,India,4
81,2019-11-26,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,StatusActive,200.0,Success,4.38847,64.8029,15.7685,"ELA-3, Guiana Space Centre, French Guiana, France",16.2391,-61.3654,78,Arianespace,0,France,4
82,2019-11-25,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,StatusActive,,Success,13.4295,72.9621,0.0648542,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
83,2019-11-23,Long March 3B/YZ-1 | BeiDou-3 M21 & M22,StatusActive,,Success,13.4664,48.8075,15.5978,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
84,2019-11-17,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B",StatusActive,,Success,11.5687,41.4457,19.1899,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,ExPace,0,China,2
85,2019-11-13,Long March 6 | Ningxia-1 (x5),StatusActive,,Success,9.03454,68.3338,3.56392,"LC-16, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
86,2019-11-13,Kuaizhou 1A | Jilin 1-02A,StatusActive,,Success,12.3433,62.6049,8.1855,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,ExPace,0,China,1
87,2019-11-11,Falcon 9 Block 5 | Starlink V1 L1,StatusActive,50.0,Success,3.77173,61.8633,0.951245,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,0
88,2019-11-04,Long March 3B/E | Beidou-3 IGSO-3,StatusActive,29.15,Success,5.92725,72.0687,1.8141,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
89,2019-11-03,Long March 4B | Gaofen-7,StatusActive,64.68,Success,8.6819,63.2764,-8.79446,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
90,2019-11-02,Antares 230+ | CRS NG-12,StatusActive,85.0,Success,11.9641,67.9765,2.96661,"LP-0A, Wallops Flight Facility, Virginia, USA",37.9407,-75.4674,238,Northrop,1,United States,0
91,2019-10-26,SARGE | Launch 4,StatusActive,,Failure,5.95143,54.7896,2.50305,"Vertical Launch Area, Spaceport America, New Mexico",32.2911,-106.754,238,Exos,1,United States,0
92,2019-10-17,Long March 3B/E | TJSW-4,StatusActive,29.15,Success,12.396,41.074,19.2701,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
93,2019-10-17,Electron/Curie | As The Crow Flies,StatusActive,7.5,Success,5.4419,52.6756,2.52823,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",-42.0333,173.85,157,Rocket Lab,1,New Zealand,1
94,2019-10-11,Pegasus XL | ICON,StatusActive,40.0,Success,3.24127,48.7047,26.2093,"Stargazer, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,Northrop,1,United States,4
95,2019-10-09,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,StatusActive,65.0,Success,7.04663,79.8709,0.329389,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,ILS,1,Kazakhstan,1
96,2019-10-04,Long March 4C | Gaofen 10 (Replacement),StatusActive,64.68,Success,12.6976,73.8867,-7.82483,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
97,2019-09-26,Soyuz 2.1b/Fregat | Cosmos 2541,StatusActive,48.5,Success,6.37847,74.175,10.4697,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
98,2019-09-25,Soyuz FG | Soyuz MS-15 (61S),StatusRetired,,Success,13.9952,81.9691,-2.45735,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,3
99,2019-09-25,Long March 2D | Yunhai-1-02,StatusActive,29.75,Success,10.9891,73.7872,-8.55365,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
100,2019-09-24,H-IIB | HTV-8,StatusRetired,112.5,Success,9.46438,56.2008,4.85053,"LA-Y2, Tanegashima Space Center, Japan",35.6854,139.753,113,MHI,0,Japan,1
101,2019-09-22,Long March 3B/YZ-1 | BeiDou-3 M23 & M24,StatusActive,,Success,9.15158,52.1887,10.3699,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
102,2019-09-19,Long March 11 | Zhuhai-1 Group 03,StatusActive,5.3,Success,5.8665,59.5152,15.4484,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,CASC,0,China,1
103,2019-09-12,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",StatusActive,64.68,Success,6.04723,74.5522,8.43217,"LC-9, Taiyuan Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
104,2019-08-30,Kuaizhou 1A | KX-09 & Others,StatusActive,,Success,9.73283,60.5522,1.58043,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,ExPace,0,China,1
105,2019-08-30,Rokot/Briz KM | Cosmos 2540,StatusRetired,41.8,Success,6.49238,72.4904,3.22579,"Site 133/3, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,3
106,,Safir-1B+ | Nahid-1,StatusActive,,Prelaunch Failure,9.24334,62.3972,5.75977,"Imam Khomeini Spaceport, Semnan Space Center, Iran",32.0,53.0,106,ISA,0,Iran,1
107,2019-08-22,"Delta IV Medium+ (4,2) | GPS III SV02",StatusRetired,164.0,Success,9.47283,63.1866,16.1136,"SLC-37B, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,0
108,2019-08-22,Soyuz 2.1a | Soyuz MS-14 (60S),StatusActive,48.5,Success,12.1531,72.377,9.81465,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
109,2019-08-19,"Electron/Curie | Look Ma, No Hands!",StatusActive,7.5,Success,8.81712,52.9607,2.09211,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",-42.0333,173.85,157,Rocket Lab,1,New Zealand,1
110,2019-08-19,Long March 3B/E | ChinaSat 18,StatusActive,29.15,Success,11.4902,83.1561,-0.448676,"LC-2, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
111,2019-08-17,Jielong-1 | Tianqi-4 & Others,StatusActive,7.5,Success,8.25945,48.0124,22.8979,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,CASC,0,China,1
112,2019-08-08,Atlas V 551 | AEHF 5,StatusActive,153.0,Success,6.32673,44.6313,16.0501,"SLC-41, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,ULA,1,United States,4
113,2019-08-06,Falcon 9 Block 5 | AMOS-17,StatusActive,50.0,Success,6.26905,64.4166,9.87398,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,0
114,2019-08-06,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200.0,Success,5.11103,33.1733,34.196,"ELA-3, Guiana Space Centre, French Guiana, France",16.2391,-61.3654,78,Arianespace,0,France,4
115,2019-08-05,Proton-M/Briz-M | Cosmos 2539,StatusActive,65.0,Success,8.60076,67.4362,-2.44085,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
116,2019-07-31,Soyuz 2.1a | Progress MS-12,StatusActive,48.5,Success,10.5452,69.4178,1.01783,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
117,2019-07-30,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L,StatusActive,48.5,Success,14.4509,58.7308,19.7131,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,2
118,2019-07-26,Long March 2C | Yaogan-30-05,StatusActive,30.8,Success,12.6364,61.9466,19.7094,"LC-3, Xichang Satellite Launch Center, China",35.0,105.0,47,CASC,0,China,1
119,2019-07-25,Falcon 9 Block 5 | CRS-18,StatusActive,50.0,Success,4.53623,38.0488,31.8786,"SLC-40, Cape Canaveral AFS, Florida, USA",28.394,-80.6031,238,SpaceX,1,United States,4
120,2019-07-25,Hyperbola-1 | CAS-7B & Others,StatusActive,,Success,12.3291,68.0358,-4.38052,"Site 95, Jiuquan Satellite Launch Center, China",40.965,100.284,47,i-Space,1,China,1
121,2019-07-22,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62.0,Success,5.88549,68.265,8.63073,"Second Launch Pad, Satish Dhawan Space Centre, India",22.0,79.0,104,ISRO,0,India,1
122,2019-07-20,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,,Success,6.16661,82.7733,-0.139721,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,3
123,2019-07-13,Proton-M/DM-3 | Spektr-RG,StatusActive,65.0,Success,8.7592,69.6854,13.7394,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",46.0,63.25,116,Roscosmos,0,Kazakhstan,1
124,2019-07-11,Vega | Falcon Eye 1,StatusActive,37.0,Failure,9.64165,58.1643,1.974,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",47.8943,1.84504,78,Arianespace,0,France,1
125,2019-07-10,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,,Success,12.4277,57.5846,0.224768,"Site 43/4, Plesetsk Cosmodrome, Russia",60.0,100.0,183,VKS RF,0,Russia,2
126,2019-07-05,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,,Success,10.5436,76.4191,2.52712,"Site 1S, Vostochny Cosmodrome, Russia",51.8532,128.345,183,Roscosmos,0,Russia,3
127,2019-06-29,SARGE | Launch 3,StatusActive,,Partial Failure,12.9291,49.6984,21.7919,"Vertical Launch Area, Spaceport America, New Mexico",32.2911,-106.754,238,Exos,1,United States,4
