country_id,intensity_level,side_a,side_b,year,conflict_id
175,1,Government of Philippines,CPP,1969,302
175,1,Government of Philippines,CPP,1970,303
175,1,Government of Philippines,CPP,1971,304
175,1,Government of Philippines,CPP,1972,305
175,1,Government of Philippines,CPP,1973,306
175,1,Government of Philippines,CPP,1974,307
175,1,Government of Philippines,CPP,1975,308
175,1,Government of Philippines,CPP,1976,309
175,1,Government of Philippines,CPP,1977,310
175,1,Government of Philippines,CPP,1978,311
175,1,Government of Philippines,CPP,1979,312
175,1,Government of Philippines,CPP,1980,313
175,1,Government of Philippines,CPP,1981,314
175,2,Government of Philippines,CPP,1982,315
175,2,Government of Philippines,CPP,1983,316
175,2,Government of Philippines,CPP,1984,317
175,2,Government of Philippines,CPP,1985,318
175,2,Government of Philippines,CPP,1986,319
175,2,Government of Philippines,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",1987,320
175,1,Government of Philippines,CPP,1988,321
175,1,Government of Philippines,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,322
175,2,Government of Philippines,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",1990,323
175,2,Government of Philippines,CPP,1991,324
175,1,Government of Philippines,CPP,1992,325
175,1,Government of Philippines,CPP,1993,326
175,1,Government of Philippines,CPP,1994,327
175,1,Government of Philippines,CPP,1995,328
175,1,Government of Philippines,CPP,1997,329
175,1,Government of Philippines,CPP,1999,330
175,1,Government of Philippines,CPP,2000,331
175,1,Government of Philippines,CPP,2001,332
175,1,Government of Philippines,CPP,2002,333
175,1,Government of Philippines,CPP,2003,334
175,1,Government of Philippines,CPP,2004,335
175,1,Government of Philippines,CPP,2005,336
175,1,Government of Philippines,CPP,2006,337
175,1,Government of Philippines,CPP,2007,338
175,1,Government of Philippines,CPP,2008,339
175,1,Government of Philippines,CPP,2009,340
175,1,Government of Philippines,CPP,2010,341
175,1,Government of Philippines,CPP,2011,342
175,1,Government of Philippines,CPP,2012,343
175,1,Government of Philippines,CPP,2013,344
175,1,Government of Philippines,CPP,2014,345
175,1,Government of Philippines,CPP,2015,346
175,1,Government of Philippines,CPP,2016,347
175,1,Government of Philippines,CPP,2017,348
175,1,Government of Philippines,CPP,2018,349
175,1,Government of Philippines,CPP,2019,350
175,1,Government of Philippines,CPP,2020,351
175,1,Government of Philippines,CPP,2021,352
175,1,Government of Philippines,CPP,2022,353
175,1,Government of Philippines,CPP,2023,354
183,1,Government of Russia (Soviet Union),Forest Brothers,1946,355
183,1,Government of Russia (Soviet Union),Forest Brothers,1947,356
183,1,Government of Russia (Soviet Union),Forest Brothers,1948,357
183,1,Government of Russia (Soviet Union),"LNPA, LTS(p)A",1946,358
183,2,Government of Russia (Soviet Union),BDPS,1946,359
183,2,Government of Russia (Soviet Union),BDPS,1947,360
183,1,Government of Russia (Soviet Union),BDPS,1948,361
183,2,Government of Russia (Soviet Union),UPA,1946,362
183,2,Government of Russia (Soviet Union),UPA,1947,363
183,2,Government of Russia (Soviet Union),UPA,1948,364
183,1,Government of Russia (Soviet Union),UPA,1949,365
183,1,Government of Russia (Soviet Union),UPA,1950,366
78,1,Government of France,Government of Thailand,1946,367
3,1,Government of Albania,Government of United Kingdom,1946,368
244,2,Government of France,Viet minh,1946,369
244,2,Government of France,Viet minh,1947,370
244,2,Government of France,Viet minh,1948,371
244,2,Government of France,Viet minh,1949,372
244,2,Government of France,Viet minh,1950,373
244,2,Government of France,Viet minh,1951,374
244,2,Government of France,Viet minh,1952,375
244,2,Government of France,Viet minh,1953,376
244,2,Government of France,Viet minh,1954,377
47,2,Government of China,Taiwanese insurgents,1947,378
104,2,Government of India,Government of Pakistan,1948,379
104,1,Government of India,Government of Pakistan,1964,380
104,2,Government of India,Government of Pakistan,1965,381
104,2,Government of India,Government of Pakistan,1971,382
104,1,Government of India,Government of Pakistan,1984,383
104,1,Government of India,Government of Pakistan,1987,384
104,1,Government of India,Government of Pakistan,1989,385
104,1,Government of India,Government of Pakistan,1990,386
104,1,Government of India,Government of Pakistan,1991,387
104,1,Government of India,Government of Pakistan,1992,388
104,1,Government of India,Government of Pakistan,1994,389
104,1,Government of India,Government of Pakistan,1996,390
104,1,Government of India,Government of Pakistan,1997,391
104,1,Government of India,Government of Pakistan,1998,392
104,1,Government of India,Government of Pakistan,1999,393
104,1,Government of India,Government of Pakistan,2000,394
104,1,Government of India,Government of Pakistan,2001,395
104,1,Government of India,Government of Pakistan,2002,396
104,1,Government of India,Government of Pakistan,2003,397
104,1,Government of India,Government of Pakistan,2013,398
104,1,Government of India,Government of Pakistan,2014,399
104,1,Government of India,Government of Pakistan,2015,400
104,1,Government of India,Government of Pakistan,2016,401
104,1,Government of India,Government of Pakistan,2017,402
104,1,Government of India,Government of Pakistan,2018,403
104,1,Government of India,Government of Pakistan,2019,404
104,1,Government of India,Government of Pakistan,2020,405
131,2,Government of France,MDRM,1947,406
173,2,Government of Paraguay,"Opposition coalition (Febreristas, Liberals and Communists)",1947,407
173,1,Government of Paraguay,Military faction (forces of Alfredo Stroessner),1954,408
173,1,Government of Paraguay,Military faction (forces of Andres Rodriguez),1989,409
151,2,Government of Myanmar (Burma),KNUP,1949,410
151,2,Government of Myanmar (Burma),KNUP,1950,411
151,1,Government of Myanmar (Burma),KNUP,1951,412
151,1,Government of Myanmar (Burma),KNUP,1952,413
151,1,Government of Myanmar (Burma),KNUP,1953,414
151,1,Government of Myanmar (Burma),KNUP,1954,415
151,2,Government of Myanmar (Burma),KNUP,1955,416
151,1,Government of Myanmar (Burma),KNUP,1956,417
151,1,Government of Myanmar (Burma),KNUP,1957,418
151,1,Government of Myanmar (Burma),KNUP,1958,419
151,1,Government of Myanmar (Burma),KNUP,1959,420
151,1,Government of Myanmar (Burma),KNUP,1960,421
151,1,Government of Myanmar (Burma),KNUP,1961,422
151,1,Government of Myanmar (Burma),KNUP,1962,423
151,1,Government of Myanmar (Burma),KNUP,1963,424
151,1,Government of Myanmar (Burma),KNUP,1964,425
151,1,Government of Myanmar (Burma),KNUP,1965,426
151,1,Government of Myanmar (Burma),"KNU, KNUP",1966,427
151,1,Government of Myanmar (Burma),"KNU, KNUP",1967,428
151,1,Government of Myanmar (Burma),"KNU, KNUP",1968,429
151,1,Government of Myanmar (Burma),"KNU, KNUP",1969,430
151,1,Government of Myanmar (Burma),"KNU, KNUP",1970,431
151,2,Government of Myanmar (Burma),"KNU, KNUP",1971,432
151,1,Government of Myanmar (Burma),"KNU, KNUP",1972,433
151,1,Government of Myanmar (Burma),"KNU, KNUP",1973,434
151,1,Government of Myanmar (Burma),"KNU, KNUP",1974,435
151,1,Government of Myanmar (Burma),"KNU, KNUP",1975,436
151,1,Government of Myanmar (Burma),KNU,1976,437
151,1,Government of Myanmar (Burma),KNU,1977,438
151,1,Government of Myanmar (Burma),KNU,1978,439
151,1,Government of Myanmar (Burma),KNU,1979,440
151,1,Government of Myanmar (Burma),KNU,1980,441
151,1,Government of Myanmar (Burma),KNU,1981,442
151,1,Government of Myanmar (Burma),KNU,1982,443
151,2,Government of Myanmar (Burma),KNU,1983,444
151,2,Government of Myanmar (Burma),KNU,1984,445
151,1,Government of Myanmar (Burma),KNU,1985,446
151,1,Government of Myanmar (Burma),KNU,1986,447
151,1,Government of Myanmar (Burma),KNU,1987,448
151,1,Government of Myanmar (Burma),KNU,1988,449
151,2,Government of Myanmar (Burma),KNU,1989,450
151,1,Government of Myanmar (Burma),KNU,1990,451
151,1,Government of Myanmar (Burma),KNU,1991,452
151,2,Government of Myanmar (Burma),KNU,1992,453
151,1,Government of Myanmar (Burma),KNU,1994,454
151,1,Government of Myanmar (Burma),KNU,1995,455
151,1,Government of Myanmar (Burma),KNU,1997,456
151,1,Government of Myanmar (Burma),KNU,1998,457
151,1,Government of Myanmar (Burma),"God's Army, KNU",2000,458
151,1,Government of Myanmar (Burma),KNU,2001,459
151,1,Government of Myanmar (Burma),KNU,2002,460
151,1,Government of Myanmar (Burma),KNU,2003,461
151,1,Government of Myanmar (Burma),KNU,2004,462
151,1,Government of Myanmar (Burma),KNU,2005,463
151,1,Government of Myanmar (Burma),KNU,2006,464
151,1,Government of Myanmar (Burma),KNU,2007,465
151,1,Government of Myanmar (Burma),KNU,2008,466
151,1,Government of Myanmar (Burma),KNU,2009,467
151,1,Government of Myanmar (Burma),"DKBA 5, KNU",2010,468
151,1,Government of Myanmar (Burma),"DKBA 5, KNU",2011,469
151,1,Government of Myanmar (Burma),DKBA 5,2013,470
151,1,Government of Myanmar (Burma),KNU,2021,471
151,1,Government of Myanmar (Burma),KNU,2022,472
151,1,Government of Myanmar (Burma),KNU,2023,473
151,2,Government of Myanmar (Burma),"CPB, CPB-RF, PVO - ""White Band"" faction",1948,474
151,2,Government of Myanmar (Burma),"CPB, CPB-RF, PVO - ""White Band"" faction",1949,475
151,2,Government of Myanmar (Burma),"CPB, CPB-RF, PVO - ""White Band"" faction",1950,476
151,2,Government of Myanmar (Burma),"CPB, PVO - ""White Band"" faction",1951,477
151,2,Government of Myanmar (Burma),"CPB, PVO - ""White Band"" faction",1952,478
151,2,Government of Myanmar (Burma),"CPB, PVO - ""White Band"" faction",1953,479
151,1,Government of Myanmar (Burma),CPB,1954,480
151,1,Government of Myanmar (Burma),CPB,1955,481
151,1,Government of Myanmar (Burma),CPB,1956,482
151,1,Government of Myanmar (Burma),CPB,1957,483
151,1,Government of Myanmar (Burma),CPB,1958,484
151,1,Government of Myanmar (Burma),CPB,1959,485
151,1,Government of Myanmar (Burma),CPB,1960,486
151,1,Government of Myanmar (Burma),CPB,1961,487
151,1,Government of Myanmar (Burma),CPB,1962,488
151,1,Government of Myanmar (Burma),CPB,1963,489
151,1,Government of Myanmar (Burma),CPB,1964,490
151,1,Government of Myanmar (Burma),CPB,1965,491
151,1,Government of Myanmar (Burma),CPB,1966,492
151,1,Government of Myanmar (Burma),CPB,1967,493
151,2,Government of Myanmar (Burma),CPB,1968,494
151,2,Government of Myanmar (Burma),CPB,1969,495
151,2,Government of Myanmar (Burma),"CPB, CPB-RF",1970,496
151,2,Government of Myanmar (Burma),CPB,1971,497
151,2,Government of Myanmar (Burma),CPB,1972,498
151,2,Government of Myanmar (Burma),CPB,1973,499
151,2,Government of Myanmar (Burma),CPB,1974,500
151,2,Government of Myanmar (Burma),CPB,1975,501
151,2,Government of Myanmar (Burma),CPB,1976,502
151,2,Government of Myanmar (Burma),CPB,1977,503
151,2,Government of Myanmar (Burma),CPB,1978,504
151,2,Government of Myanmar (Burma),CPB,1979,505
151,2,Government of Myanmar (Burma),CPB,1980,506
151,1,Government of Myanmar (Burma),CPB,1981,507
151,2,Government of Myanmar (Burma),CPB,1982,508
151,1,Government of Myanmar (Burma),CPB,1983,509
151,1,Government of Myanmar (Burma),CPB,1984,510
151,1,Government of Myanmar (Burma),CPB,1985,511
151,2,Government of Myanmar (Burma),CPB,1986,512
151,1,Government of Myanmar (Burma),CPB,1987,513
151,2,Government of Myanmar (Burma),CPB,1988,514
151,1,Government of Myanmar (Burma),ABSDF,1990,515
151,1,Government of Myanmar (Burma),ABSDF,1991,516
151,1,Government of Myanmar (Burma),ABSDF,1992,517
151,1,Government of Myanmar (Burma),ABSDF,1994,518
151,1,Government of Myanmar (Burma),PSLF,2013,519
151,1,Government of Myanmar (Burma),PSLF,2014,520
151,1,Government of Myanmar (Burma),PSLF,2015,521
151,1,Government of Myanmar (Burma),PSLF,2017,522
151,1,Government of Myanmar (Burma),PSLF,2018,523
151,1,Government of Myanmar (Burma),PSLF,2019,524
151,1,Government of Myanmar (Burma),NUG,2021,525
151,2,Government of Myanmar (Burma),"NUG, PSLF",2022,526
151,2,Government of Myanmar (Burma),"CNF, NUG, PSLF",2023,527
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1948,528
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1949,529
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1950,530
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1951,531
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1952,532
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1953,533
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1954,534
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1955,535
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1956,536
151,1,Government of Myanmar (Burma),"APLP, Mujahid Party",1957,537
151,1,Government of Myanmar (Burma),Mujahid Party,1958,538
151,1,Government of Myanmar (Burma),Mujahid Party,1959,539
151,1,Government of Myanmar (Burma),Mujahid Party,1960,540
151,1,Government of Myanmar (Burma),Mujahid Party,1961,541
151,1,Government of Myanmar (Burma),"ANLP, CPA",1964,542
151,1,Government of Myanmar (Burma),"ANLP, CPA",1965,543
151,1,Government of Myanmar (Burma),"ANLP, CPA",1966,544
151,1,Government of Myanmar (Burma),"ANLP, CPA",1967,545
151,1,Government of Myanmar (Burma),"ANLP, CPA",1968,546
151,1,Government of Myanmar (Burma),"ANLP, CPA",1969,547
151,1,Government of Myanmar (Burma),"ANLP, CPA",1970,548
151,1,Government of Myanmar (Burma),"ANLP, CPA",1971,549
151,1,Government of Myanmar (Burma),"ANLP, CPA",1972,550
151,1,Government of Myanmar (Burma),"CPA, RPF",1973,551
151,1,Government of Myanmar (Burma),RPF,1974,552
151,1,Government of Myanmar (Burma),RPF,1975,553
151,1,Government of Myanmar (Burma),RPF,1976,554
151,1,Government of Myanmar (Burma),"ALP, RPF",1977,555
151,1,Government of Myanmar (Burma),RPF,1978,556
151,1,Government of Myanmar (Burma),RSO,1991,557
151,1,Government of Myanmar (Burma),RSO,1994,558
151,1,Government of Myanmar (Burma),ARSA,2016,559
151,1,Government of Myanmar (Burma),ARSA,2017,560
151,1,Government of Myanmar (Burma),ULA,2018,561
